Sample_Size,Quantile,Sum,Average
100.0,,,0.138967371
100.0,,,0.134463291
100.0,,,0.155867167
100.0,,,0.123739837
100.0,,,0.201550802
100.0,,,0.192710982
100.0,,,0.176883816
100.0,,,0.16192166
100.0,,,0.170231745
100.0,,,0.17586833
