Sample_Size,Quantile,Sum,Average
10000.0,,120.00087968,
10000.0,,120.000917671,
10000.0,,120.001473796,
10000.0,,120.002432029,
10000.0,,120.002432029,
10000.0,,120.000783582,
10000.0,,120.001065084,
10000.0,,120.001312779,
10000.0,,120.001075798,
10000.0,,120.000477705,
