Sample_Size,Evaluation_Time
10000.0,0.41894261
10000.0,0.441686696
10000.0,0.425035232
10000.0,0.443293422
10000.0,0.447191464
10000.0,0.437717969
10000.0,0.460340607
10000.0,0.468506544
10000.0,0.455671516
10000.0,0.478018371
