Sample_Size,Quantile,Sum,Average
100000.0,,,2.253130492
100000.0,,,2.325520535
100000.0,,,2.587357823
100000.0,,,2.271700431
100000.0,,,2.62351723
100000.0,,,2.37066184
100000.0,,,2.797430378
100000.0,,,2.786587667
100000.0,,,2.384225477
100000.0,,,2.769883159
