Sample_Size,Quantile,Sum,Average
10.0,,,0.125967567
10.0,,,0.120637161
10.0,,,0.161438546
10.0,,,0.157069423
10.0,,,0.159684813
10.0,,,0.176208571
10.0,,,0.147172665
10.0,,,0.120891887
10.0,,,0.112477682
10.0,,,0.144240304
