Sample_Size,Quantile,Sum,Average
10000.0,,,0.455630716
10000.0,,,0.343690787
10000.0,,,0.339576422
10000.0,,,0.362941629
10000.0,,,0.386203803
10000.0,,,0.312679731
10000.0,,,0.418274572
10000.0,,,0.351534105
10000.0,,,0.420215263
10000.0,,,0.486858738
