Sample_Size,Evaluation_Time
100000.0,0.909812717
100000.0,0.797229991
100000.0,0.887988791
100000.0,0.806182114
100000.0,0.822010702
100000.0,0.892098863
100000.0,0.817576262
100000.0,0.951891011
100000.0,1.021381576
100000.0,0.878817115
