Sample_Size,Quantile,Sum,Average
1000.0,,,0.190148513
1000.0,,,0.182214626
1000.0,,,0.21854697
1000.0,,,0.191023405
1000.0,,,0.220664986
1000.0,,,0.225160989
1000.0,,,0.17205131
1000.0,,,0.21445942
1000.0,,,0.247343124
1000.0,,,0.257020053
