Sample_Size,Quantile,Sum,Average
10000.0,120.001307314,,
10000.0,120.002850112,,
10000.0,120.002167229,,
10000.0,120.002885333,,
10000.0,120.003193641,,
10000.0,120.00293099,,
10000.0,120.003191095,,
10000.0,120.000466872,,
10000.0,120.004203616,,
10000.0,120.002016512,,
