Sample_Size,Evaluation_Time
1000000.0,387.822946698
1000000.0,387.822946698
1000000.0,386.917852617
1000000.0,384.320405701
1000000.0,384.25149505
1000000.0,384.25149505
1000000.0,384.63792928
1000000.0,384.856233873
1000000.0,385.38361705
1000000.0,384.445716669
