Sample_Size,Quantile,Sum,Average
10000.0,,,120.000658196
10000.0,,,120.000508685
10000.0,,,120.001608897
10000.0,,,120.002686049
10000.0,,,120.001324509
10000.0,,,120.001723066
10000.0,,,120.001723066
10000.0,,,120.001180332
10000.0,,,120.001568155
10000.0,,,120.000931704
