Sample_Size,Quantile,Sum,Average
1000.0,,0.033676203,
1000.0,,0.037003585,
1000.0,,0.034688432,
1000.0,,0.036577734,
1000.0,,0.039133971,
1000.0,,0.036802692,
1000.0,,0.043846806,
1000.0,,0.040668093,
1000.0,,0.040066288,
1000.0,,0.041999595,
