Sample_Size,Evaluation_Time
21000000.0,1794.752289262
21000000.0,1794.752289262
21000000.0,1794.752289262
21000000.0,1794.752289262
21000000.0,1794.752289262
21000000.0,1794.752289262
21000000.0,1794.752289262
21000000.0,2103.080309856
21000000.0,2103.080309856
21000000.0,2103.080309856
