Sample_Size,Evaluation_Time
100000.0,293.943621729
100000.0,402.713492507
100000.0,407.919832505
100000.0,407.919832505
100000.0,407.919832505
100000.0,407.919832505
100000.0,407.919832505
100000.0,407.919832505
100000.0,407.919832505
100000.0,407.919832505
