Sample_Size,Quantile,Sum,Average
10.0,,,0.000991933
10.0,,,0.000646511
10.0,,,0.000811832
10.0,,,0.000672873
10.0,,,0.00069257
10.0,,,0.000717624
10.0,,,0.000640813
10.0,,,0.000680577
10.0,,,0.000648149
10.0,,,0.000626185
