Sample_Size,Quantile,Sum,Average
1000.0,,0.185555396,
1000.0,,0.212373117,
1000.0,,0.20431061,
1000.0,,0.223480093,
1000.0,,0.213208409,
1000.0,,0.252169682,
1000.0,,0.253078623,
1000.0,,0.256195511,
1000.0,,0.271642961,
1000.0,,0.27761874,
