Sample_Size,Quantile,Sum,Average
1000.0,,,0.001034946
1000.0,,,0.001068431
1000.0,,,0.001171142
1000.0,,,0.001156099
1000.0,,,0.001066244
1000.0,,,0.001049328
1000.0,,,0.001111864
1000.0,,,0.001148311
1000.0,,,0.001212811
1000.0,,,0.002719543
