Sample_Size,Evaluation_Time
210000.0,149.854898039
210000.0,115.873604451
210000.0,115.873604451
210000.0,115.873604451
210000.0,115.873604451
210000.0,115.873604451
210000.0,115.873604451
210000.0,115.873604451
210000.0,115.873604451
210000.0,2310.376391221
