Sample_Size,Evaluation_Time
1000.0,0.031552524
1000.0,0.027575162
1000.0,0.033728336
1000.0,0.030489488
1000.0,0.029444875
1000.0,0.029812585
1000.0,0.025366391
1000.0,0.035821561
1000.0,0.030189653
1000.0,0.025702481
