Sample_Size,Quantile,Sum,Average
10.0,,,0.001004046
10.0,,,0.010438252
10.0,,,0.009372443
10.0,,,0.000909578
10.0,,,0.000903795
10.0,,,0.00129949
10.0,,,0.000793717
10.0,,,0.001196058
10.0,,,0.000879876
10.0,,,0.000770964
