Sample_Size,Evaluation_Time
100000.0,0.063470116
100000.0,0.065206789
100000.0,0.076834103
100000.0,0.075079817
100000.0,0.087886318
100000.0,0.095351775
100000.0,0.090500688
100000.0,0.099516428
100000.0,0.101651496
100000.0,0.101365614
