Sample_Size,Evaluation_Time
1000000.0,1460.776285233
1000000.0,1460.776285233
1000000.0,1460.776285233
1000000.0,1460.776285233
1000000.0,1460.776285233
1000000.0,1457.783099299
1000000.0,1457.783099299
1000000.0,1457.783099299
1000000.0,1457.783099299
1000000.0,1457.783099299
