Sample_Size,Evaluation_Time
10000.0,17.904047267
10000.0,24.440277895
10000.0,40.886518802
10000.0,66.170009527
10000.0,84.932036412
10000.0,19.035925704
10000.0,26.827705409
10000.0,44.220140149
10000.0,70.804388833
10000.0,96.945055121
