Sample_Size,Quantile,Sum,Average
1000000.0,82.339314312,,
1000000.0,82.503375941,,
1000000.0,81.909292743,,
1000000.0,82.038593609,,
1000000.0,82.154757566,,
1000000.0,81.90816527,,
1000000.0,81.922562641,,
1000000.0,82.162147392,,
1000000.0,81.835732184,,
1000000.0,81.563584375,,
