Sample_Size,Quantile,Sum,Average
1000.0,,23.242216423,
1000.0,,25.596159589,
1000.0,,28.358200493,
1000.0,,30.926822409,
1000.0,,34.498478445,
1000.0,,35.683712655,
1000.0,,38.294218599,
1000.0,,41.306504513,
1000.0,,47.627099126,
1000.0,,47.627099126,
