Sample_Size,Quantile,Sum,Average
1000000.0,,,19.911074044
1000000.0,,,20.503455276
1000000.0,,,20.429836702
1000000.0,,,19.813527439
1000000.0,,,20.153094494
1000000.0,,,20.381282095
1000000.0,,,20.216085799
1000000.0,,,19.779045326
1000000.0,,,20.481478598
1000000.0,,,19.562945017
